mat_alu,nome,dat_entrada,cotista
3066,JOVANDER,2022-06-11,S
3067,ADEMARA,2022-06-11,S
3068,GEOVANIL,2022-06-11,N
3069,GRIJALBA,2022-06-11,S
3070,UANDRO,2022-06-11,N
3071,NILAIDE,2022-06-11,N
3072,ETORI,2022-06-11,N
3073,VALDELIAS,2022-06-11,N
3074,LEANDRO,2022-06-11,S
3075,ZILDO,2022-06-11,S
3076,HILARIO,2022-06-11,S
3077,GOIANO,2022-06-11,S
3078,LEUDINA,2022-06-11,S
3079,RAABE,2022-06-11,N
3080,EDVONETE,2022-06-11,N
3081,CRASIELA,2022-06-11,N
3082,VALTRUDE,2022-06-11,S
3083,ELGINA,2022-06-11,N
3084,SEVILHA,2022-06-11,S
3085,ABDIEL,2022-06-11,N
3086,OESIO,2022-06-11,S
3087,DUILHO,2022-06-11,N
3088,ELENIDO,2022-06-11,N
3089,TEONILA,2022-06-11,S
3090,WILCILENE,2022-06-11,N
3091,MAYRLLA,2022-06-11,N
3092,KATLIN,2022-06-11,S
3093,ALANA,2022-06-11,N
3094,WALFRAN,2022-06-11,S
3095,OVALDO,2022-06-11,S
3096,GLEIDE,2022-06-11,N
3097,AMERCINA,2022-06-11,N
3098,ALBETANIA,2022-06-11,S
3099,GLAUBERTO,2022-06-11,S
3100,SHAIENY,2022-06-11,N
3101,SINEUZA,2022-06-11,S
3102,RIZIA,2022-06-11,S
3103,AMAZILIA,2022-06-11,S
3104,DEACI,2022-06-11,S
3105,MARUBIA,2022-06-11,S
3106,GABRIELLY,2022-06-11,N
3107,HAINZ,2022-06-11,S
3108,IANINA,2022-06-11,N
3109,JAQUECILENE,2022-06-11,S
3110,LUZIMAR,2022-06-11,S
3111,VALDEZITA,2022-06-11,S
3112,ALISON,2022-06-11,N
3113,LEVIS,2022-06-11,S
3114,NISSANDRA,2022-06-11,S
3115,SHEILLA,2022-06-11,S
3116,DIVINAIR,2022-06-11,S
3117,EDERVALDO,2022-06-11,S
3118,SIDILEIDE,2022-06-11,S
3119,DACIA,2022-06-11,N
3120,BENTINHA,2022-06-11,S
3121,STERFANY,2022-06-11,S
3122,EMANUELL,2022-06-11,S
3123,RIQUELMO,2022-06-11,N
3124,ELIVALDA,2022-06-11,N
3125,MANDERSON,2022-06-11,N
3126,LIVIA,2022-06-11,S
3127,ANTONIUS,2022-06-11,N
3128,GEIUSA,2022-06-11,S
3129,AIANDRA,2022-06-11,S
3130,EDRA,2022-06-11,N
3131,MARRONE,2022-06-11,N
3132,NAZIOZENIO,2022-06-11,N
3133,SENILO,2022-06-11,N
3134,GENIVAL,2022-06-11,N
3135,MONACO,2022-06-11,S
3136,LEUCIO,2022-06-11,N
3137,MELANI,2022-06-11,S
3138,ELIZABETE,2022-06-11,N
3139,GIANINE,2022-06-11,N
3140,MARCICLENE,2022-06-11,S
3141,ZIZA,2022-06-11,N
3142,DELANI,2022-06-11,S
3143,UZIEL,2022-06-11,N
3144,RONISCLEI,2022-06-11,N
3145,MIRELE,2022-06-11,S
3146,SILVANI,2022-06-11,S
3147,LURDITE,2022-06-11,S
3148,LUECI,2022-06-11,S
3149,GILDEIR,2022-06-11,N
3150,OSSIVALDO,2022-06-11,N
3151,KALEANDRA,2022-06-11,S
3152,JESUINO,2022-06-11,S
3153,LEONARIA,2022-06-11,N
3154,DINARDO,2022-06-11,S
3155,LAUDELI,2022-06-11,N
3156,MOACIR,2022-06-11,S
3157,LAURINETE,2022-06-11,N
3158,GERILZA,2022-06-11,S
3159,TESSIA,2022-06-11,S
3160,SUELANI,2022-06-11,S
3161,JARLIS,2022-06-11,N
3162,DARINKA,2022-06-11,N
3163,VANTUILDES,2022-06-11,S
3164,ROJAS,2022-06-11,N
3165,LIOBINA,2022-06-11,S
3166,ARLLAN,2022-06-11,S
3167,SILMEIA,2022-06-11,S
3168,TALICIA,2022-06-11,N
3169,LECI,2022-06-11,N
3170,RICCELLI,2022-06-11,N
3171,LIDIA,2022-06-11,N
3172,EFESIO,2022-06-11,S
3173,UEDJA,2022-06-11,S
3174,NIRLAINE,2022-06-11,N
3175,INDIRA,2022-06-11,S
3176,JULIANE,2022-06-11,S
3177,ATAIDIO,2022-06-11,S
3178,ROSNALDO,2022-06-11,N
3179,DONIRA,2022-06-11,N
3180,DONG,2022-06-11,N
3181,SUELAINE,2022-06-11,N
3182,EUCIAS,2022-06-11,S
3183,ONESINA,2022-06-11,N
3184,MELANIE,2022-06-11,S
3185,NEU,2022-06-11,N
3186,MARISTELMA,2022-06-11,S
3187,JAMIO,2022-06-11,S
3188,IDAIAS,2022-06-11,S
3189,GESELIA,2022-06-11,S
3190,VANEIDE,2022-06-11,N
3191,RIQUELE,2022-06-11,N
3192,HINTON,2022-06-11,N
3193,LEONCO,2022-06-11,N
3194,WILDESON,2022-06-11,S
3195,EDNELMA,2022-06-11,N
3196,NICARLA,2022-06-11,N
3197,CATERINE,2022-06-11,N
3198,ADIVANA,2022-06-11,N
3199,WILMARIA,2022-06-11,N
3200,ELEUZINA,2022-06-11,S
3201,EDVALDINO,2022-06-11,S
3202,ALLANY,2022-06-11,S
3203,NERA,2022-06-11,N
3204,MARLI,2022-06-11,S
3205,WITINEY,2022-06-11,N
3206,RAINILDE,2022-06-11,S
3207,LINDOJONSO,2022-06-11,N
3208,RAIMISSON,2022-06-11,S
3209,WALTECIO,2022-06-11,N
3210,TAMIRES,2022-06-11,S
3211,CILCE,2022-06-11,N
3212,SINEI,2022-06-11,S
3213,ALGINO,2022-06-11,N
3214,SILVONEIDE,2022-06-11,N
3215,CIANE,2022-06-11,N
3216,CANTILIANO,2022-06-11,S
3217,SUELE,2022-06-11,N
3218,EUDILANIA,2022-06-11,N
3219,ADERITON,2022-06-11,S
3220,DARA,2022-06-11,N
3221,JOSEDIR,2022-06-11,N
3222,VERONICE,2022-06-11,N
3223,JUSSIELE,2022-06-11,S
3224,OZARIAS,2022-06-11,N
3225,WESLEY,2022-06-11,N
3226,DEVANILDO,2022-06-11,N
3227,HILDETH,2022-06-11,N
3228,MAURIVANE,2022-06-11,S
3229,PHALOMA,2022-06-11,S
3230,JOSILENO,2022-06-11,S
3231,ADELMA,2022-06-11,N
3232,DEUCI,2022-06-11,S
3233,CLEIFER,2022-06-11,N
3234,MAIELEN,2022-06-11,N
3235,CLEBIA,2022-06-11,S
3236,ELSO,2022-06-11,N
3237,VANI,2022-06-11,N
3238,ERWINO,2022-06-11,S
3239,ODARIA,2022-06-11,N
3240,ABIDON,2022-06-11,S
3241,ROSILANDIA,2022-06-11,S
3242,HIGINA,2022-06-11,N
3243,AUDINEA,2022-06-11,N
3244,ROSIMIRO,2022-06-11,S
3245,CARLEANDERSON,2022-06-11,N
3246,EROCILDA,2022-06-11,S
3247,CREIDIANE,2022-06-11,N
3248,JESSICLEIA,2022-06-11,S
3249,ADWALTER,2022-06-11,S
3250,LUCIVONE,2022-06-11,N
3251,ZULEIDA,2022-06-11,N
3252,GERNANDA,2022-06-11,S
3253,ERLI,2022-06-11,N
3254,JUSSANE,2022-06-11,N
3255,AMAURI,2022-06-11,N
3256,JAQUIELE,2022-06-11,S
3257,NERCILA,2022-06-11,N
3258,DEIVIS,2022-06-11,N
3259,MARINA,2022-06-11,S
3260,NEURIVANIA,2022-06-11,S
3261,GREICIANE,2022-06-11,S
3262,AGLENILSON,2022-06-11,N
3263,VERIDIANE,2022-06-11,S
3264,GONDA,2022-06-11,S
3265,EDNELE,2022-06-11,N
3266,DEUSINO,2022-06-11,N
3267,GLEISON,2022-06-11,S
3268,WALLCE,2022-06-11,S
3269,ISLANI,2022-06-11,N
3270,EMILLY,2022-06-11,S
3271,LINDUARTE,2022-06-11,S
3272,ZICO,2022-06-11,N
3273,TAISA,2022-06-11,N
3274,MATSON,2022-06-11,S
3275,OSMAN,2022-06-11,S
3276,PERFECTO,2022-06-11,S
3277,DENAIR,2022-06-11,S
3278,ROSELAINE,2022-06-11,S
3279,YUKIE,2022-06-11,S
3280,NAITON,2022-06-11,N
3281,ROSELITA,2022-06-11,N
3282,EDVANILSON,2022-06-11,N
3283,CLOUDOALDO,2022-06-11,N
3284,SILESE,2022-06-11,N
3285,PINGO,2022-06-11,S
3286,CHARLEI,2022-06-11,S
3287,AILA,2022-06-11,N
3288,DUCINARA,2022-06-11,N
3289,ALCILA,2022-06-11,N
3290,ALVANETE,2022-06-11,S
3291,IBERICA,2022-06-11,S
3292,PERSIDA,2022-06-11,N
3293,WILLY,2022-06-11,N
3294,WESLENE,2022-06-11,S
3295,GEUVANIA,2022-06-11,S
3296,RAWAN,2022-06-11,S
3297,LAUENE,2022-06-11,N
3298,IRAISA,2022-06-11,N
3299,LAIO,2022-06-11,S
3300,CINEAS,2022-06-11,S
3301,LAVINHA,2022-06-11,S
3302,AILA,2022-06-11,N
3303,RONECLEI,2022-06-11,N
3304,ESMAEL,2022-06-11,S
3305,MARTELENA,2022-06-11,S
3306,KARLLA,2022-06-11,S
3307,JANICLEIA,2022-06-11,S
3308,ARELINA,2022-06-11,S
3309,NELI,2022-06-11,N
3310,SINEIA,2022-06-11,N
3311,AUDINA,2022-06-11,N
3312,ARIDIO,2022-06-11,S
3313,RUTTE,2022-06-11,S
3314,ISLEI,2022-06-11,N
3315,ARLLEN,2022-06-11,S
3316,LOURUAMA,2022-06-11,S
3317,GIDALVO,2022-06-11,S
3318,RAUL,2022-06-11,S
3319,IVO,2022-06-11,S
3320,ELVES,2022-06-11,S
3321,CIMIANA,2022-06-11,N
3322,GILVANE,2022-06-11,S
3323,JUNDIRA,2022-06-11,S
3324,ROGELI,2022-06-11,N
3325,RAULL,2022-06-11,N
3326,JOELIAS,2022-06-11,S
3327,OLIVIO,2022-06-11,S
3328,JERICO,2022-06-11,N
3329,PERPEDIGNA,2022-06-11,N
3330,REINATA,2022-06-11,S
3331,JANIO,2022-06-11,N
3332,JESSSICA,2022-06-11,S
3333,ADEZINO,2022-06-11,N
3334,SOFI,2022-06-11,S
3335,ALCIANDRA,2022-06-11,N
3336,GISELE,2022-06-11,N
3337,CLAUDO,2022-06-11,N
3338,ILSOMAR,2022-06-11,S
3339,CHRISTIENE,2022-06-11,S
3340,DEUSELIA,2022-06-11,N
3341,GERSINO,2022-06-11,S
3342,EULLER,2022-06-11,N
3343,DELCIO,2022-06-11,S
3344,DILZA,2022-06-11,S
3345,GERLINDE,2022-06-11,S
3346,IDINETE,2022-06-11,S
3347,JASIELI,2022-06-11,N
3348,SERGIVAN,2022-06-11,N
3349,GECILDA,2022-06-11,N
3350,MARICIO,2022-06-11,S
3351,KEILA,2022-06-11,N
3352,WISLEN,2022-06-11,S
3353,FELISBELA,2022-06-11,S
3354,CIDCLEI,2022-06-11,N
3355,GABRIELLY,2022-06-11,S
3356,DERLIANA,2022-06-11,S
3357,JORACI,2022-06-11,S
3358,SONAIRA,2022-06-11,S
3359,OLANDINA,2022-06-11,N
3360,ELINAI,2022-06-11,N
3361,CLARIDES,2022-06-11,S
3362,WINICIOS,2022-06-11,N
3363,CARMENLUCIA,2022-06-11,N
3364,ADALBERTO,2022-06-11,S
3365,GISALVA,2022-06-11,S
3366,GERMESON,2022-06-11,S
3367,JENIFER,2022-06-11,N
3368,ROSELI,2022-06-11,S
3369,ELIANO,2022-06-11,N
3370,RENZO,2022-06-11,N
3371,SOFOCLES,2022-06-11,S
3372,BELIZARIO,2022-06-11,S
3373,ERIDIANO,2022-06-11,N
3374,MARICELLY,2022-06-11,S
3375,CRISLEI,2022-06-11,S
3376,CHIRSTIAN,2022-06-11,N
3377,ELISSANDRA,2022-06-11,S
3378,ANTONIO,2022-06-11,S
3379,ELIALDO,2022-06-11,S
3380,ADENILDO,2022-06-11,S
3381,KATIANE,2022-06-11,S
3382,JUSILEIDE,2022-06-11,S
3383,NAIAN,2022-06-11,S
3384,OCTAVIO,2022-06-11,S
3385,MAXIMIANO,2022-06-11,S
3386,IRAILDO,2022-06-11,S
3387,CARMENCI,2022-06-11,N
3388,SUELLY,2022-06-11,S
3389,MARILU,2022-06-11,N
3390,HUGOLINO,2022-06-11,N
3391,GIORDANA,2022-06-11,N
3392,LAEUSON,2022-06-11,N
3393,DEUSETE,2022-06-11,N
3394,ROGELI,2022-06-11,N
3395,MEDSON,2022-06-11,S
3396,EGLERSON,2022-06-11,N
3397,JANESSI,2022-06-11,N
3398,AUCILANE,2022-06-11,S
3399,ANORATO,2022-06-11,N
3400,FRANCSICA,2022-06-11,S
3401,DELMON,2022-06-11,S
3402,SANCHO,2022-06-11,N
3403,LUCIELMO,2022-06-11,N
3404,PLACIDINA,2022-06-11,S
3405,CIRILIA,2022-06-11,N
3406,WALLASE,2022-06-11,N
3407,RAGNA,2022-06-11,N
3408,JUSIARIA,2022-06-11,S
3409,ERITO,2022-06-11,S
3410,DIVANILZA,2022-06-11,S
3411,ADILEUZA,2022-06-11,S
3412,LEOZITA,2022-06-11,S
3413,JECKSON,2022-06-11,S
3414,GILDENILSON,2022-06-11,N
3415,KETLIN,2022-06-11,S
3416,ALDIANA,2022-06-11,S
3417,ALMIR,2022-06-11,N
3418,DJEANE,2022-06-11,N
3419,LAIANA,2022-06-11,S
3420,SELMA,2022-06-11,N
3421,GISLANA,2022-06-11,S
3422,ROSAGELA,2022-06-11,N
3423,BRUNO,2022-06-11,S
3424,ALTIERES,2022-06-11,S
3425,UELLITON,2022-06-11,N
3426,AUBER,2022-06-11,S
3427,JULIELLY,2022-06-11,N
3428,DEONILDO,2022-06-11,N
3429,ENEIDA,2022-06-11,N
3430,NELI,2022-06-11,S
3431,VAGNETE,2022-06-11,N
3432,SANTINA,2022-06-11,N
3433,NIVANI,2022-06-11,N
3434,ANTOINE,2022-06-11,N
3435,ROSELAINE,2022-06-11,S
3436,RONALEUDO,2022-06-11,N
3437,BASILIO,2022-06-11,N
3438,SIRLANIA,2022-06-11,N
3439,ASTA,2022-06-11,S
3440,TATIANA,2022-06-11,N
3441,FRAUZINO,2022-06-11,S
3442,VENTURA,2022-06-11,S
3443,PUBLIA,2022-06-11,S
3444,JUCIANE,2022-06-11,N
3445,IGUACIARA,2022-06-11,N
3446,KAIANY,2022-06-11,S
3447,AMARILDO,2022-06-11,S
3448,KINDERMAN,2022-06-11,S
3449,ELINARA,2022-06-11,N
3450,GELCINO,2022-06-11,S
3451,JADIANE,2022-06-11,N
3452,ADAIR,2022-06-11,S
3453,AMADO,2022-06-11,N
3454,LEILIVAN,2022-06-11,N
3455,CLEIMAR,2022-06-11,S
3456,ELIELTO,2022-06-11,S
3457,TANUSA,2022-06-11,N
3458,LOZANIRA,2022-06-11,S
3459,LAUDERICO,2022-06-11,S
3460,ROMANA,2022-06-11,N
3461,GEROMILTON,2022-06-11,N
3462,TAISI,2022-06-11,N
3463,EREMITA,2022-06-11,N
3464,JUCICLEIDE,2022-06-11,N
3465,NATALI,2022-06-11,S
3466,ADNEI,2022-06-11,N
3467,STARLEY,2022-06-11,N
3468,HILQUIAS,2022-06-11,N
3469,ALDENICE,2022-06-11,S
3470,FIAMA,2022-06-11,S
3471,TAILENE,2022-06-11,S
3472,ROBENVAL,2022-06-11,N
3473,ELVISNEI,2022-06-11,S
3474,TARCIA,2022-06-11,N
3475,ZULEIDA,2022-06-11,S
3476,DICKSON,2022-06-11,N
3477,BERNALDA,2022-06-11,N
3478,ISAIR,2022-06-11,S
3479,NICKOLY,2022-06-11,N
3480,GLAUCOS,2022-06-11,S
3481,DURACI,2022-06-11,N
3482,KATIA,2022-06-11,S
3483,JOSIELISON,2022-06-11,N
3484,ARISTOCLES,2022-06-11,S
3485,NEURANI,2022-06-11,S
3486,DAIAN,2022-06-11,N
3487,ELCIO,2022-06-11,S
3488,SHANIA,2022-06-11,N
3489,OSVANE,2022-06-11,S
3490,ROSIVAN,2022-06-11,S
3491,KATIANE,2022-06-11,S
3492,GILVANES,2022-06-11,S
3493,ARLANDO,2022-06-11,S
3494,MARLENI,2022-06-11,S
3495,RONDINEI,2022-06-11,N
3496,ALMIRIO,2022-06-11,N
3497,KATRINA,2022-06-11,S
3498,SHILEY,2022-06-11,N
3499,KAINAN,2022-06-11,N
3500,JOSEVALDO,2022-06-11,N
3501,SENHORA,2022-06-11,N
3502,WILIAN,2022-06-11,N
3503,SUZINEIDE,2022-06-11,N
3504,ADERINALDO,2022-06-11,S
3505,AGRECIA,2022-06-11,S
3506,LARICI,2022-06-11,S
3507,KATLEN,2022-06-11,S
3508,JAISSON,2022-06-11,N
3509,GILDENILDO,2022-06-11,S
3510,ADELAIDE,2022-06-11,N
3511,DELMAN,2022-06-11,N
3512,EGNES,2022-06-11,S
3513,MARCIANI,2022-06-11,N
3514,VIRSO,2022-06-11,S
3515,DEJAKSON,2022-06-11,S
3516,ONETE,2022-06-11,S
3517,GENA,2022-06-11,S
3518,JAISE,2022-06-11,N
3519,CIANE,2022-06-11,N
3520,AWDREY,2022-06-11,N
3521,ATENILDO,2022-06-11,N
3522,PAT,2022-06-11,N
3523,WEVERSON,2022-06-11,N
3524,ELZABETE,2022-06-11,N
3525,SAID,2022-06-11,N
3526,MIRIAN,2022-06-11,S
3527,SUIAN,2022-06-11,S
3528,SAVIO,2022-06-11,N
3529,IGNER,2022-06-11,N
3530,JUARI,2022-06-11,S
3531,ADEVILTON,2022-06-11,S
3532,PAULINO,2022-06-11,N
3533,ANELANDIA,2022-06-11,N
3534,ALIX,2022-06-11,S
3535,MARILVANA,2022-06-11,S
3536,TALIANE,2022-06-11,S
3537,CARLIENE,2022-06-11,S
3538,HILDEGARDES,2022-06-11,S
3539,LAICE,2022-06-11,S
3540,ANIO,2022-06-11,N
3541,JORIS,2022-06-11,N
3542,ALVANIRA,2022-06-11,N
3543,EDERALDO,2022-06-11,N
3544,ANELISE,2022-06-11,S
3545,AMERINDO,2022-06-11,S
3546,GENERCI,2022-06-11,N
3547,QUERCIA,2022-06-11,S
3548,JORGINO,2022-06-11,N
3549,MARILIN,2022-06-11,N
3550,ALCINEIDE,2022-06-11,N
3551,IEDES,2022-06-11,S
3552,SILVANA,2022-06-11,N
3553,CLEIA,2022-06-11,N
3554,IWANA,2022-06-11,S
3555,JULI,2022-06-11,S
3556,ALECIA,2022-06-11,N
3557,CLAUCIO,2022-06-11,S
3558,IRONI,2022-06-11,S
3559,CITANIA,2022-06-11,N
3560,TERCIANE,2022-06-11,S
3561,ORENCIA,2022-06-11,N
3562,JOSSIEL,2022-06-11,N
3563,EUCIVAN,2022-06-11,N
3564,JULI,2022-06-11,S
3565,GUIMEL,2022-06-11,N
3566,CHRISTOPHER,2022-06-11,N
3567,VALLERY,2022-06-11,N
3568,VALDEZITA,2022-06-11,N
3569,JADILSON,2022-06-11,S
3570,KELIANE,2022-06-11,N
3571,ZINILDA,2022-06-11,S
3572,ISABELLE,2022-06-11,S
3573,ELISIA,2022-06-11,S
3574,IRAMILDE,2022-06-11,N
3575,RAUE,2022-06-11,N
3576,MERENILDA,2022-06-11,N
3577,HELOISA,2022-06-11,N
3578,LEIDILENE,2022-06-11,N
3579,ILDA,2022-06-11,S
3580,LORENILDA,2022-06-11,S
3581,SHOITI,2022-06-11,S
3582,JOSEILDO,2022-06-11,S
3583,JANDRESSA,2022-06-11,S
3584,ELIELSON,2022-06-11,N
3585,ILMA,2022-06-11,N
3586,NOEMA,2022-06-11,S
3587,ADRIEL,2022-06-11,S
3588,NELZENIR,2022-06-11,N
3589,MAISLA,2022-06-11,N
3590,CLADEILSON,2022-06-11,N
3591,GILDSON,2022-06-11,N
3592,WESMAR,2022-06-11,N
3593,LEILAMAR,2022-06-11,N
3594,GILLIARD,2022-06-11,S
3595,ANGELLO,2022-06-11,N
3596,GIOVALDO,2022-06-11,N
3597,SIBILA,2022-06-11,S
3598,ALDENISE,2022-06-11,N
3599,IDALICE,2022-06-11,N
3600,INI,2022-06-11,N
3601,DENICI,2022-06-11,S
3602,ELENITA,2022-06-11,N
3603,DILEUZA,2022-06-11,S
3604,GLAUDENIA,2022-06-11,S
3605,LUIDI,2022-06-11,S
3606,JARIVALDO,2022-06-11,N
3607,RONIS,2022-06-11,S
3608,GESILANDIA,2022-06-11,N
3609,OSMARINE,2022-06-11,S
3610,CAMILI,2022-06-11,N
3611,OSMALIA,2022-06-11,N
3612,EDIGLES,2022-06-11,S
3613,HUGNEY,2022-06-11,S
3614,CLELIA,2022-06-11,N
3615,VALDECILIA,2022-06-11,S
3616,JONISON,2022-06-11,S
3617,ELI,2022-06-11,N
3618,MAZILDA,2022-06-11,N
3619,ADNILDE,2022-06-11,N
3620,CLEIDIVAN,2022-06-11,N
3621,ALESON,2022-06-11,S
3622,OSMIRA,2022-06-11,N
3623,CEIR,2022-06-11,S
3624,NIRAILDES,2022-06-11,N
3625,CISLANDIA,2022-06-11,N
3626,SERENITA,2022-06-11,S
3627,JALINE,2022-06-11,N
3628,KAUANE,2022-06-11,S
3629,DIONES,2022-06-11,S
3630,NILZA,2022-06-11,N
3631,SHIRLEY,2022-06-11,N
3632,IRIS,2022-06-11,S
3633,NELES,2022-06-11,S
3634,ERENILTON,2022-06-11,N
3635,JOADERSON,2022-06-11,S
3636,TITO,2022-06-11,S
3637,PAULI,2022-06-11,S
3638,NORMILZA,2022-06-11,N
3639,WERLEY,2022-06-11,N
3640,MIKELANE,2022-06-11,N
3641,CARMES,2022-06-11,S
3642,MARADONA,2022-06-11,S
3643,LUCINET,2022-06-11,S
3644,NORANEIDE,2022-06-11,S
3645,DANIEL,2022-06-11,S
3646,LUCICREIA,2022-06-11,S
3647,MARINILDE,2022-06-11,N
3648,SAMILA,2022-06-11,S
3649,FRANCINEI,2022-06-11,S
3650,ELITE,2022-06-11,S
3651,JONATA,2022-06-11,S
3652,ALDO,2022-06-11,N
3653,MARMUD,2022-06-11,S
3654,JHEMILLY,2022-06-11,N
3655,ADENIRO,2022-06-11,N
3656,ROSIO,2022-06-11,S
3657,REGILANE,2022-06-11,N
3658,LESLIE,2022-06-11,S
3659,MARILESIA,2022-06-11,S
3660,LUDUGERO,2022-06-11,S
3661,ALZAIR,2022-06-11,N
3662,GLASTON,2022-06-11,S
3663,JOSEANI,2022-06-11,N
3664,GILDSON,2022-06-11,S
3665,LEIRSON,2022-06-11,S
3666,JAQUELI,2022-06-11,N
3667,AMELI,2022-06-11,N
3668,BRAIANE,2022-06-11,S
3669,ASSIDIO,2022-06-11,S
3670,OIDES,2022-06-11,S
3671,CHIYOKO,2022-06-11,S
3672,SIRCA,2022-06-11,S
3673,MICHEL,2022-06-11,S
3674,ADILEIA,2022-06-11,S
3675,ALF,2022-06-11,N
3676,EDERLANIO,2022-06-11,S
3677,EZIDIO,2022-06-11,S
3678,IRCI,2022-06-11,N
3679,LINAURO,2022-06-11,S
3680,LITUANIA,2022-06-11,N
3681,KARIDJA,2022-06-11,N
3682,LINDOVANIO,2022-06-11,S
3683,WANDIR,2022-06-11,S
3684,STEPHENSON,2022-06-11,S
3685,ROSIANIA,2022-06-11,S
3686,ENDRIUS,2022-06-11,S
3687,TEONILA,2022-06-11,N
3688,JURAIR,2022-06-11,S
3689,CLESON,2022-06-11,S
3690,RAILAINE,2022-06-11,S
3691,ELIENALDO,2022-06-11,S
3692,EDNALVA,2022-06-11,N
3693,RAILDA,2022-06-11,S
3694,GEISE,2022-06-11,S
3695,DIEFERSON,2022-06-11,N
3696,PAMELA,2022-06-11,N
3697,JOSIRLANE,2022-06-11,S
3698,LUZIO,2022-06-11,S
3699,BRAULINO,2022-06-11,N
3700,NEIRIANE,2022-06-11,N
3701,JANIRIA,2022-06-11,S
3702,NATSHA,2022-06-11,S
3703,ROSILDA,2022-06-11,N
3704,ROSEMILDO,2022-06-11,S
3705,WITALLO,2022-06-11,N
3706,JANEKELE,2022-06-11,S
3707,DIRCELAINE,2022-06-11,S
3708,IOHARA,2022-06-11,S
3709,GENECILDA,2022-06-11,N
3710,FIRMINIO,2022-06-11,S
3711,VERALDINO,2022-06-11,S
3712,LEONE,2022-06-11,S
3713,FRANCINEI,2022-06-11,N
3714,NERCILENE,2022-06-11,S
3715,ALCINO,2022-06-11,S
3716,GESIELE,2022-06-11,N
3717,LUOS,2022-06-11,S
3718,JULIMAR,2022-06-11,S
3719,GUDIMILA,2022-06-11,N
3720,CLEDIR,2022-06-11,N
3721,CLEIDERSON,2022-06-11,N
3722,DJONI,2022-06-11,N
3723,VAGNILSON,2022-06-11,S
3724,JUSSIEL,2022-06-11,N
3725,ODETINA,2022-06-11,S
3726,HELLOA,2022-06-11,S
3727,ANGELUCIO,2022-06-11,N
3728,LILI,2022-06-11,N
3729,VALDERISE,2022-06-11,S
3730,TIELE,2022-06-11,N
3731,CLESLEY,2022-06-11,S
3732,HADIJA,2022-06-11,N
3733,SIMARE,2022-06-11,N
3734,GEISSO,2022-06-11,S
3735,EDNARIA,2022-06-11,N
3736,CONCENI,2022-06-11,N
3737,QUELI,2022-06-11,N
3738,ALENCAR,2022-06-11,S
3739,MIKEAS,2022-06-11,S
3740,TATIELLY,2022-06-11,S
3741,SIENE,2022-06-11,N
3742,HIDEKO,2022-06-11,N
3743,NACIP,2022-06-11,S
3744,EVENILDA,2022-06-11,N
3745,FAINE,2022-06-11,N
3746,SEIR,2022-06-11,N
3747,AGEMIRO,2022-06-11,N
3748,ATOS,2022-06-11,N
3749,DIVALCI,2022-06-11,S
3750,EDINAN,2022-06-11,N
3751,ALMEZINDA,2022-06-11,S
3752,STIVE,2022-06-11,S
3753,LAIRCE,2022-06-11,N
3754,BETA,2022-06-11,S
3755,ETERVALDO,2022-06-11,N
3756,DERCELINA,2022-06-11,N
3757,ELENILCE,2022-06-11,S
3758,GINARA,2022-06-11,S
3759,DARIANA,2022-06-11,N
3760,CIBELLE,2022-06-11,S
3761,TACIANA,2022-06-11,N
3762,GENERINA,2022-06-11,N
3763,ARLEILSON,2022-06-11,N
3764,GEISIANA,2022-06-11,N
3765,RAILAN,2022-06-11,N
3766,GLACILENE,2022-06-11,S
3767,JUSCINEIDE,2022-06-11,N
3768,VICTORUGO,2022-06-11,S
3769,TEISE,2022-06-11,S
3770,GIRMAR,2022-06-11,N
3771,EDILA,2022-06-11,S
3772,ESTERFANI,2022-06-11,N
3773,LUCILEUDA,2022-06-11,S
3774,JOSISLEI,2022-06-11,S
3775,EVENILTON,2022-06-11,N
3776,NORMACELIA,2022-06-11,N
3777,GILDEONI,2022-06-11,N
3778,ENEDINA,2022-06-11,S
3779,GLEICIO,2022-06-11,N
3780,ANECLEIDE,2022-06-11,N
3781,WILLER,2022-06-11,S
3782,DIJAN,2022-06-11,S
3783,KEICIANE,2022-06-11,S
3784,VALDELIRIA,2022-06-11,N
3785,CRISTA,2022-06-11,S
3786,MARDILSON,2022-06-11,S
3787,ALCIDES,2022-06-11,N
3788,ELDITO,2022-06-11,S
3789,ITAUANE,2022-06-11,S
3790,KELTON,2022-06-11,N
3791,ADELINO,2022-06-11,S
3792,EDJALME,2022-06-11,N
3793,IDALIANE,2022-06-11,S
3794,MELRY,2022-06-11,S
3795,LAIO,2022-06-11,S
3796,SICLEIDE,2022-06-11,N
3797,CEITON,2022-06-11,N
3798,DARISA,2022-06-11,N
3799,GLAUDINEIA,2022-06-11,S
3800,ELOI,2022-06-11,N
3801,GEDEAN,2022-06-11,N
3802,DELIRO,2022-06-11,S
3803,EUDA,2022-06-11,S
3804,DOMINGO,2022-06-11,S
3805,ALES,2022-06-11,N
3806,VIVIENE,2022-06-11,S
3807,DYOVANA,2022-06-11,N
3808,EMILEN,2022-06-11,S
3809,ADAGILSON,2022-06-11,N
3810,NAUREA,2022-06-11,S
3811,TAYLOR,2022-06-11,N
3812,IVERTON,2022-06-11,S
3813,LACIMIR,2022-06-11,N
3814,CLEIANE,2022-06-11,N
3815,OSIVALDO,2022-06-11,N
3816,ELIELMA,2022-06-11,N
